"ProblemName","Type","Status","Time (sec)","Iteration (n)","Objective value (ACS)","Objective value (optimal)","PrimalGap"
"markshare_4_0","easy","Feasible","0.092303","1","49.000000","1","0.979592"
"markshare2","hard","Feasible","1.057534","1","71.000000","1","0.985915"
"enlight_hard","easy","Solution not found (iteration limit exceded)","0.485048","10"," / ","37"," / "
"pk1","easy","Feasible","0.068081","1","67.000000","11","0.835821"
"neos5","easy","Feasible","0.030224","1","16.000000","15","0.062500"
"gen-ip054","easy","Feasible","0.007938","1","11444616960.412924","6840.96564179","0.999999"
"neos859080","easy","Solution not found (iteration limit exceded)","1.652401","10"," / ","Infeasible"," / "
"timtab1","easy","Feasible","6.573877","8","1143612.000000","764771.99999978","0.331266"
"neos-3046615-murg","easy","Feasible","0.553800","7","117161889.000000","1600","0.999986"
"sp150x300d","easy","Feasible","0.835056","8","121.000000","69","0.429752"
"mas76","easy","Feasible","30.351473","2","47706.568227","40005.05398999999","0.161435"
"mas74","easy","Feasible","4.289626","2","14666.423801","11801.18572","0.195360"
"gen-ip002","easy","Feasible","2.444646","6","-4455.679287","-4783.733392","0.068577"
"glass4","easy","Feasible","0.382554","3","2175017000.000000","1200012599.972384","0.448274"
"neos-3754480-nidda","easy","Feasible","3.094142","2","13876.179311","12941.73838561778","0.067341"
"neos-2657525-crna","easy","Solution not found (iteration limit exceded)","1.243176","10"," / ","1.810748"," / "
"assign1-5-8","easy","Feasible","0.447893","2","223.000000","211.999999999998","0.049327"
"fhnw-binpack4-4","easy","Solution not found (iteration limit exceded)","1.055241","10"," / ","Infeasible"," / "
"supportcase26","easy","Solution not found (iteration limit exceded)","1.407935","10"," / ","1745.123813"," / "
"neos-911970","easy","Feasible","0.993676","3","81.020000","54.76","0.324118"
"mad","easy","Feasible","0.053280","2","2.424800","0.0268","0.988948"
"graphdraw-domain","easy","Feasible","0.621000","7","34833.000000","19685.99997550038","0.434846"
"tr12-30","easy","Feasible","5.542194","4","138425.000000","130595.9999999999","0.056558"
"exp-1-500-5-5","easy","Feasible","1.065156","2","85434.000000","65887","0.228796"
"neos-3381206-awhea","easy","Feasible","3.883074","7","457.000000","453","0.008753"
"ic97_potential","easy","Solution not found (iteration limit exceded)","26.320211","10"," / ","3941.99993090225"," / "
"neos-3627168-kasai","easy","Feasible","30.460891","2","1035698.830000","988585.6199999998","0.045489"
"binkar10_1","easy","Feasible","0.196372","2","1007783.830025","6742.1998835","0.993310"
"csched008","easy","Feasible","26.729643","5","185.000000","173","0.064865"
"csched007","easy","Feasible","30.542575","7","494.000000","350.9999999999955","0.289474"
"beasleyC3","easy","Feasible","49.068023","7","2348.000000","753.9999999999128","0.678876"
"p200x1188c","easy","Feasible","0.061062","1","1125855.000000","15078","0.986608"
"neos-4338804-snowy","hard","Feasible","1.266211","7","3178.000000","1471","0.537130"
"50v-10","easy","Feasible","0.034731","1","4481541.058173","3311.1799841","0.999261"
"pg","easy","Feasible","0.381756","1","-7407.903143","-8674.34260712","0.145998"
"mc11","easy","Feasible","10.394195","2","42108.000000","11688.99999999966","0.722404"
"gmu-35-40","easy","Feasible","101.985028","6","-2357418.231600","-2406733.3688","0.020490"
"neos-4954672-berkel","easy","Feasible","0.431825","2","2950012.000000","2612710","0.114339"
"mik-250-20-75-4","easy","Feasible","0.252551","5","182566.000000","-52301","1.000000"
"mcsched","easy","Solution not found (iteration limit exceded)","2.452570","10"," / ","211913"," / "
"pg5_34","easy","Feasible","0.706033","1","-13337.836892","-14339.35345","0.069844"
"n5-3","easy","Feasible","0.101608","1","9695485.000000","8104.999999993999","0.999164"
"lotsize","easy","Feasible","136.092102","7","2451224.000000","1480195","0.396140"
"ran14x18-disj-8","easy","Feasible","0.045931","1","15259.000000","3712","0.756734"
"rococoC10-001000","easy","Solution not found (iteration limit exceded)","6.154266","10"," / ","11460"," / "
"gmu-35-50","easy","Feasible","135.798807","7","-2602114.315700","-2607958.33","0.002241"
"b1c1s1","easy","Feasible","36.583133","3","31019.340000","24544.25","0.208744"
"uct-subprob","easy","Feasible","4.405816","3","395.000000","314","0.205063"
"neos17","easy","Feasible","1.286492","3","0.719460","0.1500025774","0.791507"
"bppc4-08","easy","Feasible","0.210793","3","107.000000","53","0.504673"
"qap10","easy","Feasible","63.449611","10","594.000000","339.9999999983871","0.427609"
"cvs16r128-89","easy","Solution not found (iteration limit exceded)","5.378879","10"," / ","-97"," / "
"milo-v12-6-r2-40-1","easy","Solution not found (iteration limit exceded)","444.289341","10"," / ","326481.14282799"," / "
"reblock115","easy","Feasible","140.939010","7","-34797775.197655","-36800603.2332","0.054424"
"fhnw-binpack4-48","easy","Solution not found (iteration limit exceded)","79.954908","10"," / ","0"," / "
"rococoB10-011000","easy","Solution not found (iteration limit exceded)","10.104524","10"," / ","19449"," / "
"roll3000","easy","Solution not found (iteration limit exceded)","15.999763","10"," / ","12889.999992"," / "
"cost266-UUE","easy","Feasible","38.236534","4","30595696.060000","25148940.55999998","0.178024"
"icir97_tension","easy","Feasible","51.770268","6","6538.000000","6375","0.024931"
"neos-3024952-loue","easy","Feasible","404.072747","10","135708.000000","26756","0.802841"
"neos-4738912-atrato","easy","Solution not found (iteration limit exceded)","14.041257","10"," / ","283627956.595"," / "
"fastxgemm-n2r6s0t2","easy","Feasible","25.257051","2","533.000000","230","0.568480"
"nu25-pr12","easy","Solution not found (iteration limit exceded)","15.078810","10"," / ","53904.99999999999"," / "
"neos-5107597-kakapo","easy","Solution not found (iteration limit exceded)","216.269539","10"," / ","3644.99999999952"," / "
"neos-4387871-tavua","hard","Feasible","15.615429","4","49.112620","33.384729927","0.320241"
"sct2","easy","Feasible","7.803966","3","-213.645110","-230.9891623","0.075086"
"bnatt400","easy","Solution not found (iteration limit exceded)","13.354373","10"," / ","1"," / "
"app1-1","easy","Solution not found (iteration limit exceded)","31.806294","10"," / ","-3"," / "
"supportcase18","easy","Feasible","1.679924","6","60.000000","48","0.200000"
"seymour","easy","Feasible","0.692243","3","476.000000","423","0.111345"
"seymour1","easy","Feasible","27.010534","5","422.990739","410.76370139","0.028906"
"eil33-2","easy","Feasible","0.582423","5","1370.270114","934.007915999999","0.318377"
"rmatr100-p10","easy","Feasible","1.045938","2","451.000000","423","0.062084"
"bnatt500","easy","Solution not found (iteration limit exceded)","17.530168","10"," / ","Infeasible"," / "
"neos-3083819-nubu","easy","Solution not found (iteration limit exceded)","10.365577","10"," / ","6307996"," / "
"graph20-20-1rand","easy","Solution not found (iteration limit exceded)","9.866768","10"," / ","-9"," / "
"neos-1582420","easy","Solution not found (iteration limit exceded)","4.209053","10"," / ","90.99999999999996"," / "
"swath1","easy","Feasible","1.400348","4","614.679727","379.07129575","0.383303"
"swath3","easy","Feasible","9.237653","5","643.521652","397.76134365","0.381899"
"peg-solitaire-a3","easy","Solution not found (iteration limit exceded)","35.366782","10"," / ","1"," / "
"neos-1456979","easy","Solution not found (iteration limit exceded)","122.023359","10"," / ","176"," / "
"cod105","easy","Feasible","34.671896","6","-12.000000","-12","0.000000"
"h80x6320d","easy","Feasible","107.044949","6","8551.208080","6382.099048245999","0.253661"
"air05","easy","Feasible","4.343379","7","40654.000000","26374","0.351257"
"rocI-4-11","easy","Solution not found (iteration limit exceded)","104.951915","10"," / ","-6020203"," / "
"neos-1445765","easy","Solution not found (time limit exceded)","105.338898","2"," / ","-17783"," / "
"neos-1171737","easy","Feasible","74.997373","3","-195.000000","-195","0.000000"
"glass-sc","easy","Feasible","0.225836","1","61.000000","23","0.622951"
"drayage-100-23","easy","Feasible","5.779160","5","201023.955803","103333.87407","0.485962"
"drayage-25-23","easy","Feasible","4.411688","5","231126.134319","101282.647018","0.561786"
"nexp-150-20-8-5","easy","Feasible","44.030370","3","690.000000","231","0.665217"
"ns1208400","easy","Solution not found (time limit exceded)","161.647921","5"," / ","2"," / "
"traininstance6","easy","Solution not found (iteration limit exceded)","46.620321","10"," / ","28290"," / "
"dano3_3","easy","Feasible","21.012405","2","579.368589","576.34463303","0.005219"
"dano3_5","easy","Feasible","77.137204","4","578.568248","576.9249159565619","0.002840"
"neos-2978193-inde","easy","Feasible","0.916849","2","0.931592","-2.38806169","1.000000"
"neos-3004026-krka","easy","Solution not found (iteration limit exceded)","261.791962","10"," / ","0"," / "
"traininstance2","easy","Solution not found (iteration limit exceded)","68.298491","10"," / ","71820"," / "
"wachplan","easy","Solution not found (iteration limit exceded)","4.452801","10"," / ","-8"," / "
"CMS750_4","easy","Feasible","70.969311","4","583.000000","252","0.567753"
"piperout-08","easy","Solution not found (iteration limit exceded)","88.483601","10"," / ","125054.9999999999"," / "
"ns1830653","easy","Solution not found (iteration limit exceded)","162.771109","10"," / ","20622"," / "
"decomp2","easy","Solution not found (iteration limit exceded)","26.893302","10"," / ","-160"," / "
"comp21-2idx","easy","Feasible","45.280742","8","3609.000000","74","0.979496"
"neos-3216931-puriri","easy","Solution not found (time limit exceded)","212.979494","8"," / ","71320"," / "
"dws008-01","easy","Solution not found (time limit exceded)","136.501917","4"," / ","37412.60458794508"," / "
"neos-3656078-kumeu","hard","Solution not found (iteration limit exceded)","549.887121","10"," / ","-13172.2"," / "
"piperout-27","easy","Solution not found (iteration limit exceded)","112.248909","10"," / ","8123.999999999973"," / "
"istanbul-no-cutoff","easy","Feasible","6.525575","2","218.838142","204.08170701","0.067431"
"trento1","easy","Feasible","2.038508","2","904057155.000900","5189487","0.994260"
"cbs-cta","easy","Feasible","0.983061","1","0.000000","0","0.000000"
"net12","easy","Solution not found (iteration limit exceded)","27.051337","10"," / ","214"," / "
"fiball","easy","Solution not found (iteration limit exceded)","148.632099","10"," / ","138"," / "
"mzzv11","easy","Solution not found (iteration limit exceded)","142.062408","10"," / ","-21718"," / "
"leo1","easy","Feasible","0.727573","4","1845533284.000001","404227536.16","0.780970"
"irp","easy","Feasible","1.670364","6","14194.714143","12159.49283539698","0.143379"
"mzzv42z","easy","Solution not found (iteration limit exceded)","129.114205","10"," / ","-20540"," / "
"neos-950242","easy","Solution not found (iteration limit exceded)","20.405577","10"," / ","4"," / "
"neos-1354092","easy","Solution not found (time limit exceded)","321.240537","6"," / ","46"," / "
"30n20b8","easy","Solution not found (iteration limit exceded)","14.745399","10"," / ","302"," / "
"comp07-2idx","easy","Feasible","46.881968","10","4385.000000","6","0.998632"
"neos-1171448","easy","Feasible","36.264966","3","-309.000000","-309","0.000000"
"neos-827175","easy","Feasible","64.008242","5","112.002100","112.00152","0.000005"
"neos-5188808-nattai","easy","Feasible","50.381366","4","1.114801","0.110283622999984","0.901073"
"satellites2-60-fs","easy","Solution not found (time limit exceded)","268.703617","5"," / ","-19.0000000001"," / "
"brazil3","easy","Solution not found (iteration limit exceded)","185.861608","10"," / ","24"," / "
"neos-662469","easy","Solution not found (iteration limit exceded)","71.848409","10"," / ","184379.9999999999"," / "
"momentum1","easy","Solution not found (time limit exceded)","141.732919","6"," / ","109143.4935"," / "
"mushroom-best","easy","Feasible","12.097180","3","3403.490619","0.0553337612","0.999984"
"germanrr","easy","Solution not found (time limit exceded)","242.917555","5"," / ","47095869.649"," / "
"rmatr200-p5","easy","Feasible","37.836207","4","5118.000000","4521","0.116647"
"unitcal_7","easy","Solution not found (time limit exceded)","356.982973","7"," / ","19635558.244"," / "
"radiationm18-12-05","easy","Solution not found (time limit exceded)","112.512852","3"," / ","17566"," / "
"supportcase40","easy","Feasible","70.710374","5","25719.938121","24256.3122898","0.056906"
"n2seq36q","easy","Feasible","5.423534","6","256000.000000","52200","0.796094"
"leo2","easy","Feasible","1.194463","4","4627358863.579998","404077441.12","0.912676"
"neos-960392","easy","Solution not found (iteration limit exceded)","54.511102","10"," / ","-238"," / "
"cmflsp50-24-8-8","easy","Solution not found (time limit exceded)","212.289929","3"," / ","55789389.886"," / "
"neos-5195221-niemur","easy","Solution not found (iteration limit exceded)","87.397391","10"," / ","0.0038354326"," / "
"nursesched-sprint02","easy","Solution not found (iteration limit exceded)","15.572555","10"," / ","57.99999999999999"," / "
"tbfp-network","easy","Feasible","28.963551","8","156.121528","24.16319444","0.845228"
"blp-ic98","easy","Feasible","5.452048","4","6766.832190","4491.44758395","0.336256"
"neos-860300","easy","Feasible","2.104698","5","9084.000000","3200.999999999998","0.647622"
"blp-ar98","easy","Feasible","6.114924","4","8493.759272","6205.2147104","0.269438"
"neos-933966","easy","Feasible","100.924354","7","3373.000000","318","0.905722"
"lectsched-5-obj","easy","Solution not found (time limit exceded)","174.715632","3"," / ","24"," / "
"chromaticindex512-7","easy","Feasible","94.752117","8","4.000000","4","0.000000"
"ns1952667","easy","Solution not found (time limit exceded)","62.597326","5"," / ","0"," / "
"neos-4300652-rahue","easy","Solution not found (time limit exceded)","107.279423","3"," / ","2.1416"," / "
"neos-1122047","easy","Feasible","41.788024","3","161.000000","161","0.000000"
"satellites2-40","easy","Solution not found (time limit exceded)","247.548720","5"," / ","-19"," / "
"supportcase33","easy","Solution not found (iteration limit exceded)","109.525183","10"," / ","-345"," / "
"academictimetablesmall","easy","Solution not found (time limit exceded)","138.391022","4"," / ","0"," / "
"sp97ar","easy","Feasible","1.578992","4","7698970563.520000","660705645.759","0.914183"
"hypothyroid-k1","easy","Feasible","29.490468","8","-130.000000","-2851","0.954402"
"fast0507","easy","Feasible","1.317410","2","1662.000000","174","0.895307"
"neos8","easy","Solution not found (iteration limit exceded)","65.823388","10"," / ","-3719"," / "
"neos-3988577-wolgan","easy","Solution not found (time limit exceded)","42.151033","1"," / ","Infeasible"," / "
"rocII-5-11","easy","Solution not found (time limit exceded)","324.091052","7"," / ","-6.675504731538"," / "
"app1-2","easy","Solution not found (iteration limit exceded)","73.952614","10"," / ","-41"," / "
"atlanta-ip","easy","Solution not found (time limit exceded)","39.850964","2"," / ","90.009878614"," / "
"neos-2746589-doon","easy","Solution not found (time limit exceded)","68.108703","3"," / ","2008.199999999999"," / "
"neos-787933","easy","Feasible","14.414828","7","1527.000000","30","0.980354"
"sing326","easy","Solution not found (time limit exceded)","299.357058","5"," / ","7753674.85376"," / "
"n3div36","easy","Feasible","3.411563","4","10598400.000000","130800","0.987659"
"sing44","easy","Solution not found (time limit exceded)","142.086512","2"," / ","8128831.1772"," / "
"sp98ar","easy","Feasible","1.939334","4","3287391105.279999","529740623.2","0.838857"
"neos-4722843-widden","easy","Solution not found (time limit exceded)","194.443918","7"," / ","25009.662227"," / "
"cryptanalysiskb128n5obj16","easy","Solution not found (time limit exceded)","286.373231","7"," / ","0"," / "
"cryptanalysiskb128n5obj14","hard","Solution not found (time limit exceded)","152.085404","2"," / ","Infeasible"," / "
"rail507","easy","Feasible","2.282880","3","400.000000","174","0.565000"
"thor50dday","hard","Feasible","2.873441","1","135993257.000000","40417","0.999703"
"nw04","easy","Feasible","14.490359","8","41304.000000","16862","0.591759"
"uccase9","easy","Solution not found (time limit exceded)","122.844045","1"," / ","10993.131409"," / "
"triptim1","easy","Solution not found (iteration limit exceded)","95.096307","10"," / ","22.8680999999999"," / "
"neos-957323","easy","Solution not found (iteration limit exceded)","178.992848","10"," / ","-237.7566815"," / "
"rail01","easy","Solution not found (time limit exceded)","64.351390","1"," / ","-70.5699643"," / "
"opm2-z10-s4","hard","Feasible","195.149949","10","-15119.000000","-33269","0.545553"
"proteindesign122trx11p8","easy","Solution not found (time limit exceded)","113.991247","7"," / ","1747"," / "
"neos-2987310-joes","easy","Solution not found (iteration limit exceded)","171.914906","10"," / ","-607702988.3"," / "
"ns1116954","easy","Solution not found (iteration limit exceded)","38.583932","10"," / ","0"," / "
"chromaticindex1024-7","easy","Solution not found (time limit exceded)","32.487037","0"," / ","4"," / "
"supportcase42","easy","Feasible","1.711095","1","1548599380633917440.000000","7.75863072227","1.000000"
"ex9","easy","Solution not found (time limit exceded)","141.084574","4"," / ","81"," / "
"irish-electricity","easy","Solution not found (time limit exceded)","62.349296","0"," / ","3723497.591396"," / "
"neos-5093327-huahum","easy","Solution not found (time limit exceded)","61.303359","0"," / ","6259.999997125895"," / "
"proteindesign121hz512p9","easy","Solution not found (iteration limit exceded)","42.713254","10"," / ","1473"," / "
"sorrell3","easy","Feasible","139.871226","5","-15.000000","-16","0.062500"
"supportcase10","hard","Solution not found (time limit exceded)","65.400218","1"," / ","7"," / "
"neos-873061","easy","Feasible","37.850523","2","33530.149476","113.6562385063","0.996610"
"nursesched-medium-hint03","hard","Solution not found (iteration limit exceded)","210.636007","10"," / ","115"," / "
"neos-4763324-toguru","easy","Solution not found (iteration limit exceded)","51.437692","10"," / ","1613.03884585"," / "
"uccase12","easy","Solution not found (time limit exceded)","62.606677","0"," / ","11507.4050616"," / "
"physiciansched6-2","easy","Solution not found (time limit exceded)","134.388109","4"," / ","49324"," / "
"neos-4532248-waihi","easy","Solution not found (iteration limit exceded)","109.283181","10"," / ","61.59999999999999"," / "
"var-smallemery-m6j6","easy","Feasible","146.875213","8","347.343750","-149.37501","1.000000"
"eilA101-2","easy","Feasible","32.075211","8","2604.954364","880.9201079999999","0.661829"
"radiationm40-10-02","hard","Solution not found (time limit exceded)","38.827685","0"," / ","155328"," / "
"netdiversion","easy","Solution not found (time limit exceded)","96.939141","2"," / ","242"," / "
"snp-02-004-104","easy","Feasible","127.589451","4","709952449.175735","586803238.6567289","0.173461"
"rd-rplusc-21","easy","Solution not found (iteration limit exceded)","50.677867","10"," / ","165395.275295"," / "
"neos-3555904-turama","easy","Solution not found (time limit exceded)","238.137591","6"," / ","-34.7"," / "
"map10","easy","Feasible","40.375659","2","-113.000000","-495","0.771717"
"map16715-04","easy","Solution not found (time limit exceded)","35.428599","0"," / ","-111"," / "
"rail02","easy","Solution not found (time limit exceded)","34.604295","0"," / ","-200.4499077"," / "
"supportcase6","easy","Feasible","28.772744","8","102299.967574","51906.47737","0.492605"
"neos-4413714-turia","easy","Solution not found (time limit exceded)","146.730494","4"," / ","45.3701670199998"," / "
"neos-631710","easy","Solution not found (time limit exceded)","71.711719","3"," / ","203"," / "
"buildingenergy","easy","Solution not found (time limit exceded)","41.384425","0"," / ","33283.853236"," / "
"k1mushroom","easy","Solution not found (time limit exceded)","97.278543","3"," / ","-3288"," / "
"splice1k1","easy","Feasible","21.601649","5","-26.000000","-394","0.934010"
"physiciansched3-3","easy","Solution not found (time limit exceded)","78.993907","1"," / ","2623271.326667"," / "
"ex10","easy","Solution not found (time limit exceded)","216.066137","4"," / ","100"," / "
"bab6","hard","Solution not found (time limit exceded)","90.783350","2"," / ","-284248.2307000001"," / "
"ns1644855","easy","Solution not found (time limit exceded)","72.466786","1"," / ","-1524.33333333333"," / "
"neos-848589","easy","Solution not found (time limit exceded)","36.568551","0"," / ","2351.40309999697"," / "
"roi2alpha3n4","easy","Feasible","243.263773","10","-57.711482","-63.20849503","0.086966"
"neos-5049753-cuanza","easy","Solution not found (time limit exceded)","201.891442","3"," / ","561.9999971689"," / "
"gfd-schedulen180f7d50m30k18","easy","Solution not found (time limit exceded)","66.884636","0"," / ","1"," / "
"co-100","easy","Solution not found (time limit exceded)","114.582686","6"," / ","2639942.06"," / "
"highschool1-aigio","hard","Solution not found (time limit exceded)","303.096181","5"," / ","0"," / "
"supportcase22","open","Solution not found (time limit exceded)","158.422644","3"," / ","110.0*"," / "
"bab2","hard","Solution not found (time limit exceded)","122.124309","3"," / ","-357544.3115"," / "
"neos-3402294-bobin","easy","Feasible","294.312709","8","0.165500","0.06724999999999949","0.593656"
"supportcase7","easy","Solution not found (time limit exceded)","38.816101","0"," / ","-1132.223177"," / "
"ns1760995","easy","Solution not found (time limit exceded)","39.117988","0"," / ","-549.21438505"," / "
"s250r10","easy","Solution not found (time limit exceded)","249.127842","6"," / ","-0.1717804834232"," / "
"savsched1","easy","Feasible","186.502800","5","73390.900000","3217.7","0.956157"
"neos-4647030-tutaki","hard","Solution not found (time limit exceded)","51.472816","0"," / ","27265.70599999996"," / "
"neos-5104907-jarama","hard","Solution not found (time limit exceded)","208.063763","2"," / ","935"," / "
"s100","hard","Solution not found (time limit exceded)","173.554680","4"," / ","-0.1697235270583"," / "
"supportcase12","easy","Feasible","118.056555","3","-5582.245078","-7559.533053817","0.261562"
"neos-5052403-cygnet","easy","Solution not found (time limit exceded)","70.523088","2"," / ","182"," / "
"roi5alpha10n8","easy","Feasible","185.192712","6","-14.937801","-52.322274351","0.714504"
"neos-5114902-kasavu","hard","Solution not found (iteration limit exceded)","535.084636","10"," / ","655"," / "
"neos-2075418-temuka","easy","Solution not found (time limit exceded)","125.516928","1"," / ","Infeasible"," / "
"supportcase19","hard","Solution not found (time limit exceded)","63.094217","0"," / ","12677205.99992052"," / "
"neos-3402454-bohle","hard","Solution not found (time limit exceded)","258.868542","2"," / ","Infeasible"," / "
"square41","easy","Solution not found (time limit exceded)","37.387108","0"," / ","15"," / "
"square47","easy","Solution not found (time limit exceded)","47.204815","0"," / ","15.9999999997877"," / "
